text,label
Больше сотни аквабайкеров промчались по рекам и каналам Петербурга с шумом и брызгами,sport
Баскетбольный «Зенит» проиграл ЦСКА в матче с двумя овертаймами,sport
СКА подписал контракт с нападающим Дамиром Жафяровым,sport
Сборным России и Белоруссии отказали в участии на чемпионате мира по хоккею в 2023 году,sport
Отобранный у Петербурга чемпионат мира по хоккею отдали Финляндии и Латвии,sport
"«Тренер сказал, что сделает мне подножку и я уйду на тот свет». Фигуристка Нугуманова обвинила петербургских тренеров в угрозах и абьюзе",sport
Петербургские врачи открыли свой футбольный сезон. На поле вышли команды из восьми больниц,sport
Сделка по продаже «Челси» завершена. Абрамович больше не владеет клубом,sport
"Российский гимнаст Куляк, дисквалифицированный за букву Z на форме, не вернет медаль Кубка мира",sport
«Зенит» сократил отставание от ЦСКА в финале Единой лиги ВТБ,sport
"Медведев: Оздоев мог остаться в «Зените», но выбрал другой путь",sport
Магомед Оздоев покидает «Зенит»,sport
"«Неудивительно, что сюда приезжают со всей страны». Что пишут и говорят о ЗСД Фонтанка Фест в СМИ",sport
СКА заплатил за нового хоккеиста Хайруллина 90 млн рублей,sport
Новости компаний,sport
Дюков: «Зенит» соответствует финансовому фейр-плей. Куда уходит Артем Дзюба,sport
"РФС утвердил новый лимит на легионеров. Прогноз погоды для тех, кто собрался на ЗСД Фонтанка Фест в Петербурге 21 мая 2022 года",sport
В Петербурге появился третий профессиональный футбольный клуб. Его тренирует легенда «Зенита»,sport
В СКА перешел нападающий Марат Хайруллин,sport
На официальном мяче финала Лиги чемпионов нашли одно слово по-русски,sport
РФС не стал расширять Российскую премьер-лигу до 18 команд,sport
Единая лига ВТБ не верит в баскетбольный «Зенит»,sport
Тренер сборной России назвал трех лучших футболистов по итогам сезона. Все — иностранцы,sport
«Зенит» хочет подписать с Семаком трехлетний контракт,sport
"Скандальный, уязвимый, затравленный, лучший. Давай, Дзюба, до свиданья!",sport
Российских керлингистов ждет дефицит камней. Проблему пытаются решить за счет параллельного импорта,sport
Баскетбольный «Зенит» проиграл второй матч ЦСКА в финальной серии Единой лиги ВТБ,sport
Медведев: Дзюба навсегда вписал своё имя в историю «Зенита»,sport
Смотрите — 22 лучших гола Дзюбы за «Зенит»,sport
Прощание с матерым,sport
«Супергероя ждут новые приключения». Дзюба попрощался с «Зенитом» в образе Дэдпула,sport
"«Сочи» выиграл серебро, а «Рубин» со Слуцким вылетел в ФНЛ. Итоги чемпионата России по футболу",sport
ЗСД Фонтанка Фест — 2022 с воздуха,sport
Александр Кержаков нанес «Зениту» поражение в последнем матче сезона,sport
Онлайн-трансляция ЗСД Фонтанка Фест — 2022,sport
Смотри ЗСД Фонтанка Фест в прямом эфире,sport
"Прогноз погоды для тех, кто собрался на ЗСД Фонтанка Фест",sport
"Вам какой велосипед — блендер, кровать или часы? Самые необычные творения Игоря Баронаса",sport
21 мая центральный участок ЗСД с севера на юг будет закрыт с 14 часов до полуночи,sport
Из-за отстранения россиян ATP лишила Уимблдон рейтинговых очков,sport
"Программа ЗСД Фонтанка Фест: море музыки, позитива и спорта",sport
"«Алишер — король, бог. А я всего лишь его ребро». История любви Усманова и Винер, которые теперь разводятся",sport
Глава МОК назвал «защитными мерами» отстранение российских спортсменов от соревнований,sport
Калининградский «Локомотив» спустя неделю извинился перед кубинской волейболисткой за «обезьянку»,sport
В российском баскетболе решили ввести потолок зарплат. Игроки выступили против и объяснили почему,sport
В субботу движение по центральному участку ЗСД будет ограничено,sport
ЗСД Фонтанка Фест - 2022: ставим рекорд по корпоративным командам,sport
Fan ID не будет на «Газпром Арене» в первой половине сезона,sport
"Тренера Воронкова, который назвал волейболистку «обезьяной», дисквалифицируют. Извиняться он отказался",sport
«Зенит» отпустил бразильцев домой и сыграет против Кержакова молодёжью,sport
В КХЛ сделают ставку на российских игроков,sport
Источник сообщил о грядущем переходе в «Зенит» игрока «Спартака» Бакаева,sport
Игрок «Зенита» времен Луческу обвинил агентов в краже 15 млн евро,sport
Как и где получить стартовый пакет участникам велопарада ЗСД Фонтанка Фест,sport
РФС признал правильным назначение пенальти в ворота «Спартака» в матче с «Зенитом»,sport
Новости компаний,sport
Сборные России и Белоруссии по баскетболу отстранили от международных турниров,sport
Российская фигуристка Забияко будет выступать за Канаду,sport
Российского гимнаста Куляка дисквалифицировали на год за букву Z на форме,sport
Победитель велогонки в Италии выстрелил пробкой от шампанского себе в глаз. Теперь он пропустит следующий этап,sport
Экс-футболист «Зенита» Шкртел завершил карьеру из-за проблем со здоровьем,sport
ЗСД Фонтанка Фест: мы за безопасность,sport
"«Если загоняться, можно упасть в депрессию». Интервью с главным джокером «Зенита» Александром Ерохиным",sport
Трансляция матча «Спартак» — «Зенит» в кинотеатрах собрала почти 700 тыс. руб.,sport
Непобеждённый боксёр в Германии умер после боя,sport
В эту субботу автомобили не смогут проехать по центральному участку ЗСД с севера на юг,sport
"Министр спорта РФ призвал наказать тренера, назвавшего кубинскую волейболистку «обезьяной»",sport
До окончания регистрации велоучастников ЗСД Фонтанка Фест — всего день. Успей забрать свой слот!,sport
В России и Белоруссии не покажут Олимпиаду 2026 и 2028 годов,sport
Фестивалю ЗСД Фонтанка Фест нужны волонтеры,sport
Кубинская волейболистка покинет «Уралочку» после расистского скандала,sport
"Сын Аршавина в красно-белом, ссора тренеров и спасение от Мостового. Как «Зенит» чуть не проиграл «Спартаку»",sport
«Зенит» избежал поражения в матче со «Спартаком»,sport
«Матч ТВ»: «Зенит» на матче со «Спартаком» в Москве поддержат 2000 болельщиков,sport
Дюков: РФС не собирается переходить в Азиатскую конфедерацию футбола,sport
Кубинская волейболистка ответила российскому тренеру за «обезьяну»,sport
УЕФА: Переход РФС в Азиатскую конфедерацию отбросит российский футбол на 100 лет назад,sport
Баскетбольный «Зенит» впервые вышел в финал Единой лиги ВТБ,sport
"«Зиганувшего» российского гонщика признали виновным, но дисквалифицировать пожизненно не стали",sport
«УЕФА — это держатели казино «Лига чемпионов». Не нравится? Идите отсюда»,sport
Семак точно остается в «Зените». Его контракт продлен на год,sport
Расистский скандал. От тренера «Локомотива» требуют извинений из-за оскорблений темнокожей волейболистки,sport
«Зенит» обжалует отстранение от еврокубков в Спортивном арбитражном суде в Лозанне,sport
ФК «Севастополь» отправит заявку на вступление в РФС после окончания сезона,sport
Дворкович решил переизбраться на пост главы FIDE,sport
Болельщики «Зенита» почти 10 часов поднимали флаг клуба на Эльбрус,sport
Почему в теннисе не стали отменять россиян — объясняет Кафельников,sport
ЗСД Фонтанка Фест: как найти своего веломаршала,sport
Петербуржец Иван Каковский стал 8-кратным чемпионом России по снукеру,sport
Тренеру по фигурному катанию Этери Тутберидзе в США запретили появляться на катке,sport
Организаторов Уимблдона жестко накажут за недопуск российских и белорусских игроков,sport
Финал Евро-2024 пройдёт в Берлине,sport
Сборная России по хоккею стала победителем турнира St. Petersburg Cup,sport
Баскетболисты «Зенита» сравняли счет в серии против УНИКСа в полуфинале Единой лиги ВТБ,sport
Новый великий боксер из Петербурга. Ночью он унизил величайшего Альвареса,sport
"Петербургский боксер Бивол победил легендарного Альвареса, который до этого проигрывал только Флойду Мейвезеру",sport
Новости компаний,sport
На ПМЭФ сыграют в баскетбол,sport
Матч «Спартак» — «Зенит» покажут в кинотеатрах,sport
"Гол Сергеева, Клава Кока и золотой фейерверк. «Зенит» попрощался с болельщиками в последнем домашнем матче сезона",sport
В финале хоккейного турнира St. Petersburg Cup встретятся сборные России и Белоруссии,sport
В России умер старейший гроссмейстер мира. Он начинал еще до войны,sport
«Зенит» попрощался с болельщиками на «Газпром Арене» победой над «Химками»,sport
Петербургский фигурист Евгений Семененко восстановился и выступит на шоу Авербуха,sport
Лучший снайпер СКА последних двух сезонов Антон Бурдасов перешел в «Трактор»,sport
Тысячи фанатов «Зенита» перед игрой с «Химками» устроили шествие в честь чемпионства команды,sport
Болельщикам «Зенита» перед игрой с «Химками» устроили чемпионский фан-променад с кубком и ретроавтомобилями,sport
«Зенит» назвал состав на последнюю домашнюю игру сезона,sport
«Челси» согласовал условия сделки по продаже клуба,sport
Баскетбольный «Зенит» стартовал в полуфинале Единой лиги ВТБ с поражения,sport
Хоккеисты СКА помогли сборной России выйти в финал турнира в Петербурге,sport
На «Газпром Арене» установят новое световое оборудование. Болельщики смогут следить за матчами даже за пределами стадиона,sport
В сборные России вошли 16 хоккеистов СКА,sport
«Его уход не станет проблемой». Нужен ли Дзюба «Зениту»,sport
Футбольный судья Матюнин не прошел проверку на полиграфе после скандального матча «Химки» — «Крылья Советов»,sport
Гендиректор «Црвена звезда» рассказал о переговорах с Артёмом Дзюбой,sport
Отобранный у России молодежный чемпионат мира по хоккею перенесли в Канаду,sport
Испанские фигуристы Уртадо и Халявин ушли от российского тренера Жулина по политическим причинам,sport
Хоккейная сборная России обыграла молодежку на турнире в Петербурге,sport
СМИ: Дзюба решил уйти из «Зенита»,sport
«Зенит» отпразднует чемпионство перед матчем с «Химками» с золотым автобусом и Клавой Кокой,sport
Стадия принятия. Как в Петербурге футболят спортивные миллионы от федералов,sport
Семак: Мы не будем привлекать игроков из молодежной команды и «Зенита»-2 в оставшихся матчах чемпионата,sport
"Семак о новом контракте с «Зенитом»: Я не утверждал с уверенностью, что я здесь буду работать",sport
Вам — пакет. Оргкомитет ЗСД Феста определился с датами и местом выдачи стартовых номеров участникам велопарада,sport
Экс-тренер Устюгова возглавил Федерацию лыжных гонок Италии,sport
"Футболку Марадоны, в которой он забил гол «рукой бога», продали за рекордные $9,28 млн",sport
У Вяльбе не будет конкурентов на выборах главы Федерации лыжных гонок России,sport
Названа зарплата нового нападающего СКА Прохоркина,sport
Путин во второй раз в истории не сыграет в гала-матче Ночной хоккейной лиги,sport
«Мне стало неприятно играть в России». Как иностранные хоккеисты ради миллионов страдали в КХЛ,sport
Российскому футболу окажут господдержку на 23 млрд рублей,sport
УЕФА отстранил сборную России и российские клубы от участия в следующем сезоне,sport
"Финским хоккеистам, игравшим в России, запретили выступать за сборную",sport
После победного матча «Зенита» в Петербурге арестованы трое фанатов,sport
"Семак о четвертом чемпионстве «Зенита» подряд: Все немного привыкли, но поверьте, что выигрывать каждый год — совсем непросто",sport
Девятикратные. Как «Зенит» обыграл «Локомотив» и снова стал чемпионом,sport
Новости компаний,sport
«Зенит» обыграл «Локомотив» и выиграл чемпионат России,sport
СКА избавился почти от всех легионеров,sport
"«Зенит» назвал состав на, возможно, чемпионскую игру с «Локомотивом»",sport
"Искусственный интеллект может «сойти с ума», обнаружив на ЗСД столько велосипедистов и бегунов",sport
Бывший первый номер мирового тенниса Борис Беккер получил тюремный срок за плутовство при банкротстве,sport
Фигуристка Софья Самодурова завершила карьеру и стала тренером,sport
«Зениту» разрешили заполнить «Газпром Арену» на 100% на игре с «Локомотивом»,sport
Не как Уимблдон. Roland Garros разрешает россиянам и белорусам участвовать в турнире,sport
"Роман Ротенберг о молодежке СКА: Ребята любят родину, в раздевалке слушают «Любэ»",sport
СКА подписал новый контракт с нападающим Данилой Моисеевым,sport
ФХР будет судиться из-за отмены хоккейного чемпионата мира в Петербурге,sport
Юную шахматистку в Сочи загрызла овчарка. Девочка хотела покормить щенят,sport
Детские первенства России по шахматам досрочно прекратили из-за гибели 12-летней участницы,sport
Финал Кубка России по футболу пройдет в Москве,sport
"Строительство «СКА-Арены» продолжится, несмотря на отмену чемпионата мира по хоккею, обещают в Смольном",sport
Петербург официально лишили чемпионата мира по хоккею,sport
"«Россия снова стала сильной, но не всем это нравится». Как российские олимпийцы встретились с президентом",sport
Главный триумфатор Олимпиады в Пекине Большунов не смог встретиться с Путиным,sport
Уход ведущего провайдера ВАР оставит российский футбол без офсайдных линий,sport
Российские хоккеисты побывали на приеме у президента США в Белом доме,sport
Ротенберг с Кубком Харламова и брызги шампанского. Смотрите фото из победной раздевалки «СКА-1946»,sport
Как «Зенит» забил три «Краснодару» и приблизился к чемпионству,sport
«СКА-1946» впервые стал чемпионом Молодежной хоккейной лиги. Мичков забил победный лакросс-гол,sport
«Зенит» забил три «Краснодару» и оторвался на шесть очков от «Динамо»,sport
Дзюба пропустит матч с «Краснодаром» по решению главного тренера «Зенита»,sport
Травмированного на шоу Плющенко фигуриста Семененко выписали спустя неделю,sport
Россию оставили без Гран-при по фигурному катанию,sport
Российских пловцов лишат золотых медалей чемпионата мира из-за допинга,sport
Россиянин Рублев обыграл лучшего теннисиста мира Джоковича в финале турнира в Белграде,sport
"«СКА-1946» не смог взять чемпионский титул в Москве, проиграв «Красной армии»",sport
Баскетбольный «Зенит» стартовал в плей-офф Единой лиги ВТБ с разгрома «Енисея»,sport
«Хотя бы разочек надо сделать без вранья». Как в Петербурге снимают фильм о блокадном футболе,sport
Российским киберспортсменам предложили дать отсрочку от армии,sport
Топ-менеджер «Газпрома» стал президентом Федерации баскетбола Петербурга,sport
Пловца Рылова дисквалифицировали за участие в концерте «Za мир против нацизма! Za Россию! Zа президента!»,sport
"«Покорителей ЗСД» ждут медали, призовой фонд и впечатления на весь год",sport
"Овечкин забил 50 голов за сезон в НХЛ и стал первым хоккеистом в возрасте 36+, кому удалось это сделать",sport
Джокович раскритиковал запрет российским теннисистам участвовать в Уимблдоне,sport
«Динамо СПб» сократило счет в финальной серии с «Рубином»,sport
«СКА-1946» выиграл третий матч у «Красной Армии» в финале Кубка Харламова,sport
Новости компаний,sport
ATP назвала дискриминацией решение англичан не допустить российских теннисистов до Уимблдона,sport
«Зенит» проиграл «Алании» в серии пенальти в Кубке России,sport
Российским и белорусским теннисистам официально запретили выступать на Уимблдоне,sport
Sportico: Российских теннисистов не пустят на Уимблдон,sport
Бивальди из Петербурга стал лошадью года в России,sport
Роналду рассказал о смерти новорожденного сына,sport
Стоимость участия на ЗСД Фонтанка Фест вырастет с 1 мая,sport
Тренер Татьяна Мишина рассказала о состоянии упавшего на лед фигуриста Семененко,sport
"Футбольный матч «Сочи» — «Локомотив» прервала драка иностранцев, было пенальти и два удаления",sport
Лыжник умер на Камчатке во время марафона,sport
Лужи и урезанный лед. Почему на шоу Плющенко в Петербурге пришлось вызывать скорую?,sport
Тренер травмированного на шоу Плющенко фигуриста: Это случайное совпадение,sport
"«Россия, Россиюшка!» Смотрите, как в Петербурге прошло шоу Евгения Плющенко",sport
Врачи подозревают у фигуриста Семененко черепно-мозговую травму,sport
На шоу Плющенко в Петербурге травму получил фигурист Евгений Семененко. Его на носилках унесли в скорую,sport
«Зенит» перебил уральский хребет,sport
«Зенит» забил три гола «Уралу» и сохранил лидерство,sport
Молодежка СКА стартовала с победы над ЦСКА в финале Кубка Харламова. Чибриков забил три шайбы,sport
Четырехкратный обладатель Кубка Стэнли Майк Босси умер от рака,sport
Без мяса и риса. Как СКА проиграл ЦСКА и закончил сезон,sport
"СКА проиграл ЦСКА и выбыл из плей-офф, сезон для команды закончен",sport
Армейский хоккей перешел врукопашную. Игроки СКА и ЦСКА подрались в начале решающего матча,sport
Федерация шахмат России вступит в Азиатскую шахматную федерацию,sport
Счет — не главное. В Петербурге готовят революцию в детском футболе,sport
Команда «Формулы-1» «Хаас» отказалась возвращать «Уралкалию» 13 млн долларов и потребовала еще денег,sport
"Определились полуфиналисты Лиги чемпионов — 2022. Там есть те, кого вы не ждали",sport
В США умерла знаменитая ленинградская фигуристка,sport
ЦСКА задавил СКА в Москве. Теперь все решится в последнем матче в Петербурге,sport
СКА проиграл ЦСКА в шестом матче серии. Теперь все решится в Петербурге,sport
